PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2007,,,,,,,,,,,,
,,,,,,,,,,,,
AÑO,MES,REGIÓN,Código Caleta,Nom_caleta,Código especie,ESPECIE,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
2007,Enero,IV,162,San Pedro de Los Vilos,455,Loco,"1,800,000",,0.143,B,AM,PP
2007,Enero,IV,162,San Pedro de Los Vilos,652,Jaiba mora,"800,000",,0.012,B,BN,CHD
2007,Enero,IV,162,San Pedro de Los Vilos,653,Jaiba peluda,"650,000",,0.008,B,BN,CHD
2007,Enero,IV,162,San Pedro de Los Vilos,227,Congrio colorado,"2,500,000",,0.023,B,BN,CHD
2007,Enero,IV,162,San Pedro de Los Vilos,229,Congrio negro,"1,500,000",,0.005,B,BN,CHD
2007,Enero,IV,162,San Pedro de Los Vilos,445,Jibia o calamar rojo,"500,000",,0.150,B,BN,CHD
2007,Enero,IV,162,San Pedro de Los Vilos,234,Jurel,"1,000,000",,0.020,B,BN,CHD
2007,Enero,V,210,El Membrillo,242,Merluza común,"400,000",,1.000,O,BN,CHD
2007,Enero,V,210,El Membrillo,242,Merluza común,"380,000",,1.000,O,BN,CHD
2007,Enero,V,210,El Membrillo,242,Merluza común,"400,000",,1.100,O,BN,CHD
2007,Enero,V,210,El Membrillo,450,Lapa,"600,000",,0.330,O,BN,CHD
2007,Enero,V,210,El Membrillo,242,Merluza común,"380,000",,1.000,O,BN,CHD
2007,Enero,V,214,Portales,242,Merluza común,"400,000",,1.300,O,BN,CHD
2007,Enero,V,214,Portales,242,Merluza común,"400,000",,1.000,B,BN,PP
2007,Enero,V,216,Quintay,229,Congrio negro,"1,000,000",,0.176,O,BN,CHD
2007,Enero,V,216,Quintay,273,Rollizo,"1,200,000",,0.030,O,BN,CHD
2007,Enero,V,216,Quintay,291,Vilagay,"1,200,000",,0.030,O,BN,CHD
2007,Enero,V,216,Quintay,450,Lapa,"800,000",,0.060,O,BN,CHD
2007,Enero,V,216,Quintay,652,Jaiba mora,"1,000,000",,0.012,O,BN,CHD
2007,Enero,V,216,Quintay,282,Sierra,"333,000",,0.050,O,BN,CHD
2007,Enero,V,216,Quintay,234,Jurel,"500,000",,0.028,O,BN,CHD
2007,Enero,V,216,Quintay,227,Congrio colorado,"1,800,000",,0.030,O,BN,CHD
2007,Enero,V,216,Quintay,412,Caracol tegula,"200,000",,0.050,O,BN,CHD
2007,Enero,V,216,Quintay,810,Erizo,"750,000",,0.033,O,BN,CHD
2007,Enero,V,230,San Antonio,242,Merluza común,"850,000",,0.350,B,BN,CHD
2007,Enero,V,230,San Antonio,242,Merluza común,"450,000",,0.120,B,BN,CHD
2007,Enero,V,230,San Antonio,242,Merluza común,"1,100,000",,0.090,B,BN,CHD
2007,Enero,V,224,Hanga Piko,202,Atun ojos grandes,"3,500,000",,0.050,B,BN,CHD
2007,Enero,V,224,Hanga Piko,208,Atun aleta amarilla,"3,500,000",,0.260,B,BN,CHD
2007,Enero,V,224,Hanga Piko,247,Matahuira,"3,000,000",,0.060,B,BN,CHD
2007,Enero,V,224,Hanga Piko,243,Konso,"3,000,000",,0.043,B,BN,CARNADA
2007,Enero,V,224,Hanga Piko,250,Poo po,"3,000,000",,0.030,B,BN,CHD
2007,Enero,V,224,Hanga Piko,288,Canque o Toremo,"3,500,000",,0.052,B,BN,CHD
2007,Enero,V,224,Hanga Piko,202,Atun ojos grandes,"3,500,000",,0.030,B,BN,CHD
2007,Enero,V,224,Hanga Piko,208,Atun aleta amarilla,"3,500,000",,0.303,B,BN,CHD
2007,Enero,V,224,Hanga Piko,226,Cojinoba del norte,"3,000,000",,0.040,B,BN,CHD
2007,Enero,V,224,Hanga Piko,243,Konso,"1,000,000",,0.015,B,BN,CARNADA
2007,Enero,V,224,Hanga Piko,247,Matahuira,"3,000,000",,0.055,B,BN,CHD
2007,Enero,V,224,Hanga Piko,250,Poo po,"3,000,000",,0.010,B,BN,CHD
2007,Enero,V,224,Hanga Piko,282,Sierra,"3,000,000",,0.070,B,BN,CHD
2007,Enero,V,222,Hanga Roa,208,Atun aleta amarilla,"3,500,000",,0.099,B,BN,CHD
2007,Enero,V,222,Hanga Roa,282,Sierra,"3,000,000",,0.040,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,656,Jaiba panchote,"500,000",,0.025,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,653,Jaiba peluda,"500,000",,0.070,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,655,Jaiba remadora,"500,000",,0.015,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,408,Tumbao,"450,000",,0.060,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,425,Cholga,"450,000",,0.070,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,242,Merluza común,"1,200,000",,0.020,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,282,Sierra,"950,000",,0.040,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,110,Cochayuyo,"850,000",,0.003,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,820,Piure,"500,000",,0.035,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,406,Almeja,"600,000",,0.020,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,465,Navajuela,"350,000",,0.080,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,420,Caracol trumulco,"500,000",,0.040,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,820,Piure,"250,000",,0.100,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,227,Congrio colorado,"1,000,000",,0.050,B,BN,CHD
2007,Enero,VIII,324,Talcahuano,425,Cholga,"350,000",,0.050,B,BN,CHD
2007,Enero,VIII,310,Tomé,425,Cholga,"400,000",,5.200,B,BN,CHD
2007,Enero,VIII,310,Tomé,820,Piure,"100,000",,4.500,B,BN,CHD
2007,Enero,VIII,310,Tomé,227,Congrio colorado,"1,200,000",,0.600,B,BN,CHD
2007,Enero,VIII,310,Tomé,653,Jaiba peluda,"600,000",,4.200,B,BN,CHD
2007,Enero,VIII,310,Tomé,120,Chicorea de mar,"220,000",,16.000,,,PP
2007,Enero,VIII,310,Tomé,653,Jaiba peluda,"600,000",,4.900,B,BN,CHD
2007,Enero,VIII,310,Tomé,229,Congrio negro,"1,300,000",,0.600,B - L ,BN,CHD
2007,Enero,VIII,310,Tomé,120,Chicorea de mar,"220,000",,20.000,B,BN,PP
2007,Enero,VIII,310,Tomé,135,Luga luga,"220,000",,30.000,B,BN,PP
2007,Enero,VIII,364,Arauco,136,Luga roja,"160,000",40,0.650,,,
2007,Enero,VIII,364,Arauco,136,Luga roja,"140,000",40,1.216,,,
2007,Enero,VIII,322,Penco,136,Luga roja,"200,000",90,3.528,,,
2007,Enero,VIII,322,Penco,136,Luga roja,"200,000",90,7.980,,,
2007,Enero,VIII,304,Dichato,110,Cochayuyo,"150,000",,0.410,,,PP
2007,Enero,VIII,304,Dichato,145,Huiro,"100,000",,0.250,,,PP
2007,Enero,VIII,304,Dichato,130,Pelillo,"350,000",,0.260,,,PP
2007,Enero,VIII,306,Coliumo,145,Huiro,"100,000",,0.300,,,PP
2007,Enero,VIII,306,Coliumo,130,Pelillo,"350,000",,0.175,,,PP
2007,Enero,VIII,306,Coliumo,110,Cochayuyo,"150,000",,0.200,,,PP
2007,Enero,X,404,Valdivia,217,Bacalao de profundidad,"3,500,000",,3.000,L,,CHD
2007,Enero,X,404,Valdivia,227,Congrio colorado,"1,000,000",,2.000,B,,CHD
2007,Enero,X,404,Valdivia,227,Congrio colorado,"1,200,000",,0.250,O,,CHD
2007,Enero,X,404,Valdivia,234,Jurel,"500,000",,0.125,O,,CHD
2007,Enero,X,404,Valdivia,242,Merluza común,"1,000,000",,0.375,O,,CHD
2007,Enero,X,404,Valdivia,274,Reineta,"1,000,000",,0.150,O,,CHD
2007,Enero,X,404,Valdivia,270,Robalo,"800,000",,0.300,O,,CHD
2007,Enero,X,404,Valdivia,282,Sierra,"500,000",,1.750,O,,CHD
2007,Enero,X,404,Valdivia,406,Almeja,"700,000",,0.250,O,BN,CHD
2007,Enero,X,404,Valdivia,425,Cholga,"500,000",,0.750,O,BN,CHD
2007,Enero,X,404,Valdivia,435,Choro,"750,000",,1.500,O,BN,CHD
2007,Enero,X,404,Valdivia,430,Chorito,"250,000",,2.500,O,BN,CHD
2007,Enero,X,412,Niebla,217,Bacalao de profundidad,"3,500,000",,1.832,L,,PP
2007,Enero,X,412,Niebla,227,Congrio colorado,"1,000,000",,1.350,B,,CHD
2007,Enero,X,412,Niebla,227,Congrio colorado,"1,500,000",,2.400,B,,CHD
2007,Enero,X,412,Niebla,282,Sierra,"1,000,000",,1.200,B,,CHD
2007,Enero,X,412,Niebla,430,Chorito,"180,000",,0.275,B,BN,CHD
2007,Enero,X,418,Bahía Mansa,136,Luga roja,"160,000",82,972.046,B,BN,PP
2007,Enero,XI,514,Pto. Aysen,244,Merluza del sur,"1,100,000",,0.795,B,,PP
2007,Enero,XI,514,Pto. Aysén,228,Congrio dorado,"700,000",,0.191,B,,PP
2007,Enero,XI,514,Pto. Aysén,228,Congrio dorado,"700,000",,0.158,B,,PP
2007,Enero,XI,514,Pto. Aysen,244,Merluza del sur,"1,100,000",,1.342,B,,PP
2007,Enero,XI,514,Pto. Aysen,244,Merluza del sur,"1,100,000",,5.209,B,,PP
2007,Enero,XII,534,Pta. Arenas,244,Merluza del sur,"1,060,000",,14.080,O,BN,PP
2007,Enero,XII,534,Pta. Arenas,244,Merluza del sur,"1,100,000",,3.360,O,BN,PP
2007,Enero,XII,534,Pta. Arenas,228,Congrio dorado,"2,000,000",,0.100,O,BN,PP
2007,Enero,XII,534,Pta. Arenas,228,Congrio dorado,"1,800,000",,0.380,O,BN,PP
2007,Enero,XII,534,Pta. Arenas,228,Congrio dorado,"1,000,000",,0.290,O,BN,PP
2007,Enero,XII,534,Pta. Arenas,228,Congrio dorado,"1,200,000",,2.550,O,BN,PP
2007,Enero,XII,534,Pta. Arenas,268,Raya,"900,000",,0.820,O,BN,PP
2007,Enero,XII,534,Pta. Arenas,268,Raya,"1,000,000",,0.400,O,BN,PP
2007,Enero,XII,534,Pta. Arenas,444,Huepo o navaja de mar,"580,000",,11.507,O,BN,PP
2007,Enero,XII,534,Pta. Arenas,444,Huepo o navaja de mar,"850,000",,6.072,O,BN,PP
2007,Enero,XII,536,Pto. Natales,270,Robalo,"800,000",,0.200,B,BN,CHD
2007,Enero,XII,536,Pto. Natales,430,Chorito,"120,000",,10.000,L,BN,CHD
2007,Enero,XII,536,Pto. Natales,136,Luga roja,"100,000",,2.000,L,BN,PP
2007,Enero,XII,536,Pto. Natales,244,Merluza del sur,"1,000,000",,14.070,L,BN,PP
2007,Enero,XII,536,Pto. Natales,430,Chorito,"120,000",,5.000,L,BN,CHD
2007,Enero,XII,536,Pto. Natales,136,Luga roja,"100,000",,5.000,L,BN,PP
2007,Febrero,I,2,Arica,254,Palometa,"600,000",,2.850,B,BN,CHD
2007,Febrero,I,2,Arica,272,Roncacho,"400,000",,0.050,B,BN,CHD
2007,Febrero,I,2,Arica,425,Cholga,"120,000",,0.360,B,BN,CHD
2007,Febrero,I,2,Arica,820,Piure,"100,000",,0.840,B,BN,CHD
2007,Febrero,I,2,Arica,810,Erizo,"201,000",,0.187,B,BN,CHD
2007,Febrero,I,2,Arica,450,Lapa,"600,000",,0.077,B,BN,CHD
2007,Febrero,I,2,Arica,435,Choro,"170,000",,0.048,B,BN,CHD
2007,Febrero,I,2,Arica,406,Almeja,"289,000",,0.233,B,BN,CHD
2007,Febrero,I,2,Arica,440,Culengue,"295,000",,0.062,B,BN,CHD
2007,Febrero,I,2,Arica,254,Palometa,"650,000",,2.000,B,BN,CHD
2007,Febrero,I,2,Arica,271,Rococo,"400,000",,0.062,B,BN,CHD
2007,Febrero,I,2,Arica,272,Roncacho,"400,000",,0.048,B,BN,CHD
2007,Febrero,I,2,Arica,425,Cholga,"120,000",,0.300,B,BN,CHD
2007,Febrero,I,2,Arica,820,Piure,"100,000",,0.660,B,BN,CHD
2007,Febrero,I,2,Arica,810,Erizo,"217,000",,0.096,B,BN,CHD
2007,Febrero,I,2,Arica,450,Lapa,"600,000",,0.255,B,BN,CHD
2007,Febrero,I,2,Arica,406,Almeja,"289,000",,0.337,B,BN,CHD
2007,Febrero,I,2,Arica,440,Culengue,"295,000",,0.094,B,BN,CHD
2007,Febrero,I,2,Arica,435,Choro,"190,000",,0.100,B,BN,CHD
2007,Febrero,I,8,Riquelme,254,Palometa,"600,000",,9.600,L,BN,CHD
2007,Febrero,I,8,Riquelme,284,Tiburón o marrajo,"1,500,000",,0.380,L,BN,CHD
2007,Febrero,I,8,Riquelme,219,Cabinza,"1,000,000",,0.080,B,BN,CHD
2007,Febrero,I,8,Riquelme,260,Pejerrey de mar,"1,000,000",,0.028,B,BN,CHD
2007,Febrero,I,8,Riquelme,450,Lapa,"800,000",,0.150,B,BN,CHD
2007,Febrero,I,8,Riquelme,254,Palometa,"1,000,000",,5.080,L,BN,CHD
2007,Febrero,I,8,Riquelme,284,Tiburón o marrajo,"1,500,000",,0.600,L,BN,CHD
2007,Febrero,I,8,Riquelme,266,Albacora o pez espada,"3,500,000",,0.300,L,BN,CHD
2007,Febrero,I,8,Riquelme,230,Corvina,"2,000,000",,0.180,L,BN,CHD
2007,Febrero,I,8,Riquelme,226,Cojinoba del norte,"2,000,000",,0.280,L,BN,CHD
2007,Febrero,I,8,Riquelme,260,Pejerrey de mar,"1,000,000",,0.200,B,BN,CHD
2007,Febrero,I,8,Riquelme,221,Cabrilla común,"1,500,000",,0.300,B,BN,CHD
2007,Febrero,I,10,Cavancha,291,Vilagay,"700,000",,0.130,B,BN,CHD
2007,Febrero,I,10,Cavancha,254,Palometa,"500,000",,4.300,B,BN,CHD
2007,Febrero,I,10,Cavancha,810,Erizo,"317,500",,0.101,B,BN,CHD
2007,Febrero,II,50,Antofagasta,285,Tomoyo,"700,000",,0.012,B,BN,CHD
2007,Febrero,II,50,Antofagasta,234,Jurel,"750,000",,1.200,B,BN,CHD
2007,Febrero,II,50,Antofagasta,226,Cojinoba del norte,"2,000,000",,0.040,B,BN,CHD
2007,Febrero,II,50,Antofagasta,415,Caracol locate,"120,000",,0.647,B,BN,CHD
2007,Febrero,II,50,Antofagasta,285,Tomoyo,"400,000",,0.020,B,BN,CHD
2007,Febrero,II,46,Tocopilla,450,Lapa,"550,000",,0.045,B,BN,PP
2007,Febrero,II,46,Tocopilla,415,Caracol locate,"135,000",,0.100,B,BN,PP
2007,Febrero,II,46,Tocopilla,406,Almeja,"250,000",,0.062,B,BN,CHD
2007,Febrero,II,46,Tocopilla,450,Lapa,"550,000",,0.038,B,BN,PP
2007,Febrero,II,46,Tocopilla,221,Cabrilla común,"1,000,000",,0.025,B,BN,CHD
2007,Febrero,II,46,Tocopilla,280,Sargo,"1,000,000",,0.010,B,BN,CHD
2007,Febrero,II,46,Tocopilla,207,Apañado,"1,200,000",,0.018,B,BN,CHD
2007,Febrero,II,60,Mejillones,406,Almeja,"400,000",,0.010,B,BN,CHD
2007,Febrero,II,60,Mejillones,450,Lapa,"1,500,000",,0.010,B,BN,CHD
2007,Febrero,II,60,Mejillones,425,Cholga,"500,000",,0.010,B,BN,CHD
2007,Febrero,II,60,Mejillones,425,Cholga,"400,000",,0.010,B,BN,CHD
2007,Febrero,II,60,Mejillones,406,Almeja,"1,500,000",,0.010,B,BN,CHD
2007,Febrero,II,60,Mejillones,450,Lapa,"500,000",,0.010,B,BN,CHD
2007,Febrero,II,56,Taltal,284,Tiburón o marrajo,"1,000,000",,0.009,B,BN,CHD
2007,Febrero,II,56,Taltal,231,Dorado,"1,200,000",,0.010,B,BN,CHD
2007,Febrero,II,56,Taltal,220,Cabrilla,"800,000",,0.008,B,BN,CHD
2007,Febrero,II,56,Taltal,280,Sargo,"600,000",,0.010,B,BN,CHD
2007,Febrero,II,56,Taltal,230,Corvina,"2,000,000",,0.021,,,
2007,Febrero,II,56,Taltal,232,Acha,"3,000,000",,0.007,O,,CHD
2007,Febrero,II,56,Taltal,229,Congrio negro,"1,000,000",,0.015,O,,CHD
2007,Febrero,II,56,Taltal,227,Congrio colorado,"1,700,000",,0.030,O,,CHD
2007,Febrero,II,56,Taltal,236,Lenguado,"2,500,000",,0.004,O,,CHD
2007,Febrero,II,48,I. Sta. María,141,Chascon o huiro negro,"80,000",35,29.300,,,PP
2007,Febrero,II,50,Antofagasta,141,Chascon o huiro negro,"70,000",30,37.770,,,PP
2007,Febrero,III,74,Chañaral,227,Congrio colorado,"1,500,000",,0.180,B,BN,CHD
2007,Febrero,III,74,Chañaral,226,Cojinoba del norte,"2,500,000",,0.070,B,BN,CHD
2007,Febrero,III,74,Chañaral,231,Dorado,"2,000,000",,0.110,B,BN,CHD
2007,Febrero,III,74,Chañaral,218,Caballa,"300,000",,0.045,B,BN,CHD
2007,Febrero,III,74,Chañaral,270,Robalo,"1,000,000",,0.052,B,BN,CHD
2007,Febrero,III,74,Chañaral,227,Congrio colorado,"1,500,000",,0.120,B,BN,CHD
2007,Febrero,III,74,Chañaral,231,Dorado,"1,500,000",,0.096,B,BN,CHD
2007,Febrero,III,74,Chañaral,425,Cholga,"200,000",,0.400,B,BN,CHD
2007,Febrero,III,78,Huasco,227,Congrio colorado,"1,700,000",,0.188,B,BN,CHD
2007,Febrero,III,78,Huasco,231,Dorado,"1,400,000",,0.033,B,BN,CHD
2007,Febrero,III,78,Huasco,230,Corvina,"1,500,000",,0.040,B,BN,CHD
2007,Febrero,III,78,Huasco,234,Jurel,"800,000",,3.480,B,BN,CHD
2007,Febrero,III,78,Huasco,282,Sierra,"800,000",,0.040,B,BN,CHD
2007,Febrero,III,78,Huasco,227,Congrio colorado,"1,700,000",,0.153,B,BN,CHD
2007,Febrero,III,78,Huasco,231,Dorado,"1,400,000",,0.055,B,BN,CHD
2007,Febrero,III,78,Huasco,230,Corvina,"1,500,000",,0.016,B,BN,CHD
2007,Febrero,III,78,Huasco,234,Jurel,"800,000",,0.354,B,BN,CHD
2007,Febrero,III,78,Huasco,282,Sierra,"800,000",,0.035,B,BN,CHD
2007,Febrero,IV,162,San Pedro de Los Vilos,142,Huiro palo,"55,000",,0.800,B,BN,PP
2007,Febrero,IV,162,San Pedro de Los Vilos,115,Chasca,"600,000",,0.100,B,BN,PP
2007,Febrero,IV,162,San Pedro de Los Vilos,273,Rollizo,"1,000,000",,0.008,B,BN,CHD
2007,Febrero,IV,162,San Pedro de Los Vilos,291,Vilagay,"1,000,000",,0.001,B,BN,CHD
